frame,msh2_cycles,ssh2_cycles,comm7_before,comm7_after,is_32x
635,22849,306630,0x0000,0x0000,1
636,1888,305905,0x0000,0x0000,1
637,306437,306405,0x0000,0x0000,1
638,20457,306630,0x0000,0x0000,1
639,1884,305905,0x0000,0x0000,1
640,306441,306395,0x0000,0x0000,1
641,20457,306630,0x0000,0x0000,1
642,1924,305900,0x0000,0x0000,1
643,306437,306410,0x0000,0x0000,1
644,20421,306630,0x0000,0x0000,1
645,1884,305885,0x0000,0x0000,1
646,306441,306405,0x0000,0x0000,1
647,20457,306634,0x0000,0x0000,1
648,1944,305891,0x0000,0x0000,1
649,306439,306395,0x0000,0x0000,1
650,20399,306630,0x0000,0x0000,1
651,1884,305900,0x0000,0x0000,1
652,306441,306400,0x0000,0x0000,1
653,20457,306630,0x0000,0x0000,1
654,1888,305895,0x0000,0x0000,1
655,306437,306405,0x0000,0x0000,1
656,20457,306630,0x0000,0x0000,1
657,1888,305905,0x0000,0x0000,1
658,306437,306405,0x0000,0x0000,1
659,20457,306630,0x0000,0x0000,1
660,1924,305905,0x0000,0x0000,1
661,306444,306405,0x0000,0x0000,1
662,22813,306630,0x0000,0x0000,1
663,1888,305890,0x0000,0x0000,1
664,306444,306400,0x0000,0x0000,1
665,22849,306630,0x0000,0x0000,1
666,1944,305895,0x0000,0x0000,1
667,306440,306405,0x0000,0x0000,1
668,22797,306630,0x0000,0x0000,1
669,1888,305900,0x0000,0x0000,1
670,306444,306410,0x0000,0x0000,1
671,22849,306630,0x0000,0x0000,1
672,1888,305905,0x0000,0x0000,1
673,306444,306395,0x0000,0x0000,1
674,22849,306630,0x0000,0x0000,1
675,2583,305905,0x0000,0x0000,1
676,306411,306380,0x0000,0x0000,1
677,22187,306615,0x0000,0x0000,1
678,2583,305905,0x0000,0x0000,1
679,306407,306365,0x0000,0x0000,1
680,22191,306630,0x0000,0x0000,1
681,2583,305900,0x0000,0x0000,1
682,306411,306370,0x0000,0x0000,1
683,22187,306630,0x0000,0x0000,1
684,2583,305925,0x0000,0x0000,1
685,306410,306375,0x0000,0x0000,1
686,19789,306630,0x0000,0x0000,1
687,2583,305915,0x0000,0x0000,1
688,306410,306375,0x0000,0x0000,1
689,19789,306630,0x0000,0x0000,1
690,2583,305900,0x0000,0x0000,1
691,306410,306374,0x0000,0x0000,1
692,19789,306626,0x0000,0x0000,1
693,2583,305895,0x0000,0x0000,1
694,306410,306375,0x0000,0x0000,1
695,19789,306630,0x0000,0x0000,1
696,2587,305915,0x0000,0x0000,1
697,306410,306365,0x0000,0x0000,1
698,19785,306630,0x0000,0x0000,1
699,2583,305900,0x0000,0x0000,1
700,306410,306380,0x0000,0x0000,1
701,19789,306630,0x0000,0x0000,1
702,2587,305910,0x0000,0x0000,1
703,306410,306370,0x0000,0x0000,1
704,19785,306630,0x0000,0x0000,1
705,2583,305900,0x0000,0x0000,1
706,306420,306380,0x0000,0x0000,1
707,18939,306630,0x0000,0x0000,1
708,2587,305915,0x0000,0x0000,1
709,306415,306365,0x0000,0x0000,1
710,21479,306630,0x0000,0x0000,1
711,2587,305910,0x0000,0x0000,1
712,306407,306380,0x0000,0x0000,1
713,21627,306630,0x0000,0x0000,1
714,2587,305920,0x0000,0x0000,1
715,306415,306370,0x0000,0x0000,1
716,21759,306630,0x0000,0x0000,1
717,2587,305900,0x0000,0x0000,1
718,306403,306370,0x0000,0x0000,1
719,21911,306630,0x0000,0x0000,1
720,2587,305895,0x0000,0x0000,1
721,306415,306375,0x0000,0x0000,1
722,22039,306630,0x0000,0x0000,1
723,2587,305915,0x0000,0x0000,1
724,306411,306375,0x0000,0x0000,1
725,22183,306620,0x0000,0x0000,1
726,2587,305895,0x0000,0x0000,1
727,306411,306365,0x0000,0x0000,1
728,22323,306634,0x0000,0x0000,1
729,2587,305891,0x0000,0x0000,1
730,306411,306365,0x0000,0x0000,1
731,22323,306630,0x0000,0x0000,1
732,2587,305900,0x0000,0x0000,1
733,306411,306370,0x0000,0x0000,1
734,18659,306630,0x0000,0x0000,1
735,80,306670,0x0000,0x0000,1
736,0,306590,0x0000,0x0000,1
737,0,306630,0x0000,0x0000,1
738,0,306630,0x0000,0x0000,1
739,0,306630,0x0000,0x0000,1
740,0,306635,0x0000,0x0000,1
741,293,306620,0x0000,0x0000,1
742,306295,306200,0x0000,0x0000,1
743,73134,306565,0x0000,0x0000,1
744,34017,306545,0x0000,0x0000,1
745,243735,305963,0x0000,0x0000,1
746,20540,306600,0x0000,0x0000,1
747,98963,306430,0x0000,0x0000,1
748,239292,305971,0x0000,0x0000,1
749,23454,306590,0x0000,0x0000,1
750,95046,306435,0x0000,0x0000,1
751,237266,305969,0x0000,0x0000,1
752,23460,306595,0x0000,0x0000,1
753,94742,306430,0x0000,0x0000,1
754,237967,305970,0x0000,0x0000,1
755,0,306645,0x0000,0x0000,1
756,114990,306400,0x0000,0x0000,1
757,240188,305932,0x0000,0x0000,1
758,19354,306605,0x0000,0x0000,1
759,96853,306420,0x0000,0x0000,1
760,241545,305977,0x0000,0x0000,1
761,19354,306570,0x0000,0x0000,1
762,97170,306435,0x0000,0x0000,1
763,238737,305926,0x0000,0x0000,1
764,20253,306605,0x0000,0x0000,1
765,93009,306490,0x0000,0x0000,1
766,243548,305893,0x0000,0x0000,1
767,20067,306595,0x0000,0x0000,1
768,95005,306470,0x0000,0x0000,1
769,242604,305905,0x0000,0x0000,1
770,1473,306625,0x0000,0x0000,1
771,113401,306410,0x0000,0x0000,1
772,243971,305935,0x0000,0x0000,1
773,18748,306605,0x0000,0x0000,1
774,96903,306425,0x0000,0x0000,1
775,242121,305938,0x0000,0x0000,1
776,0,306630,0x0000,0x0000,1
777,115101,306400,0x0000,0x0000,1
778,244809,305978,0x0000,0x0000,1
779,19126,306565,0x0000,0x0000,1
780,95437,306430,0x0000,0x0000,1
781,242565,305982,0x0000,0x0000,1
782,18664,306590,0x0000,0x0000,1
783,95899,306435,0x0000,0x0000,1
784,243997,305976,0x0000,0x0000,1
785,17537,306600,0x0000,0x0000,1
786,95725,306520,0x0000,0x0000,1
787,245294,305888,0x0000,0x0000,1
788,17651,306600,0x0000,0x0000,1
789,96872,306430,0x0000,0x0000,1
790,244661,305982,0x0000,0x0000,1
791,0,306640,0x0000,0x0000,1
792,114611,306390,0x0000,0x0000,1
793,243094,305970,0x0000,0x0000,1
794,18898,306600,0x0000,0x0000,1
795,95665,306455,0x0000,0x0000,1
796,243107,305998,0x0000,0x0000,1
797,17819,306600,0x0000,0x0000,1
798,96754,306445,0x0000,0x0000,1
799,241416,305967,0x0000,0x0000,1
800,16890,306605,0x0000,0x0000,1
801,97673,306455,0x0000,0x0000,1
802,239895,305979,0x0000,0x0000,1
803,17046,306600,0x0000,0x0000,1
804,97517,306430,0x0000,0x0000,1
805,240764,305990,0x0000,0x0000,1
806,8229,306610,0x0000,0x0000,1
807,106334,306430,0x0000,0x0000,1
808,238084,305981,0x0000,0x0000,1
809,17801,306600,0x0000,0x0000,1
810,96772,306435,0x0000,0x0000,1
811,242073,305973,0x0000,0x0000,1
812,16548,306605,0x0000,0x0000,1
813,98025,306430,0x0000,0x0000,1
814,241990,305954,0x0000,0x0000,1
815,16075,306614,0x0000,0x0000,1
816,97187,306481,0x0000,0x0000,1
817,243969,305892,0x0000,0x0000,1
818,17885,306605,0x0000,0x0000,1
819,96688,306465,0x0000,0x0000,1
820,242132,305869,0x0000,0x0000,1
821,15925,306604,0x0000,0x0000,1
822,98578,306440,0x0000,0x0000,1
823,243047,305921,0x0000,0x0000,1
824,17879,306605,0x0000,0x0000,1
825,96674,306425,0x0000,0x0000,1
826,243797,305874,0x0000,0x0000,1
827,16836,306600,0x0000,0x0000,1
828,97717,306445,0x0000,0x0000,1
829,243054,305852,0x0000,0x0000,1
830,16836,306610,0x0000,0x0000,1
831,97647,306445,0x0000,0x0000,1
832,245955,305843,0x0000,0x0000,1
833,18239,306605,0x0000,0x0000,1
834,96264,306425,0x0000,0x0000,1
835,243931,305869,0x0000,0x0000,1
836,0,306635,0x0000,0x0000,1
837,114503,306424,0x0000,0x0000,1
838,244550,305837,0x0000,0x0000,1
839,19455,306600,0x0000,0x0000,1
840,97025,306435,0x0000,0x0000,1
841,241881,305787,0x0000,0x0000,1
842,19324,306610,0x0000,0x0000,1
843,93938,306485,0x0000,0x0000,1
844,245328,305626,0x0000,0x0000,1
845,14984,306605,0x0000,0x0000,1
846,98278,306475,0x0000,0x0000,1
847,242339,305722,0x0000,0x0000,1
848,17118,306605,0x0000,0x0000,1
849,97155,306475,0x0000,0x0000,1
850,242055,305840,0x0000,0x0000,1
851,12275,306610,0x0000,0x0000,1
852,102218,306440,0x0000,0x0000,1
853,239731,305850,0x0000,0x0000,1
854,15907,306600,0x0000,0x0000,1
855,98666,306460,0x0000,0x0000,1
856,243409,305801,0x0000,0x0000,1
857,13995,306610,0x0000,0x0000,1
858,102707,306430,0x0000,0x0000,1
859,239873,305843,0x0000,0x0000,1
860,20690,306570,0x0000,0x0000,1
861,93793,306455,0x0000,0x0000,1
862,242125,305777,0x0000,0x0000,1
863,13533,306575,0x0000,0x0000,1
864,102305,306425,0x0000,0x0000,1
865,240585,305844,0x0000,0x0000,1
866,0,306644,0x0000,0x0000,1
867,114153,306446,0x0000,0x0000,1
868,245042,305843,0x0000,0x0000,1
869,11381,306610,0x0000,0x0000,1
870,103122,306435,0x0000,0x0000,1
871,245265,305872,0x0000,0x0000,1
872,16333,306605,0x0000,0x0000,1
873,96929,306480,0x0000,0x0000,1
874,80,306625,0x0000,0x0000,1
875,0,306630,0x0000,0x0000,1
876,0,306630,0x0000,0x0000,1
877,0,306630,0x0000,0x0000,1
878,0,306630,0x0000,0x0000,1
879,0,306630,0x0000,0x0000,1
880,0,306630,0x0000,0x0000,1
881,196518,306345,0x0000,0x0000,1
882,156240,306455,0x0000,0x0000,1
883,57435,306595,0x0000,0x0000,1
884,193065,306355,0x0000,0x0000,1
885,72936,306510,0x0000,0x0000,1
886,198453,306369,0x0000,0x0000,1
887,74683,306520,0x0000,0x0000,1
888,196821,306378,0x0000,0x0000,1
889,61019,306530,0x0000,0x0000,1
890,214471,306386,0x0000,0x0000,1
891,72374,306520,0x0000,0x0000,1
892,202013,306415,0x0000,0x0000,1
893,72382,306515,0x0000,0x0000,1
894,199671,306402,0x0000,0x0000,1
895,77121,306510,0x0000,0x0000,1
896,196699,306401,0x0000,0x0000,1
897,74799,306510,0x0000,0x0000,1
898,196099,306372,0x0000,0x0000,1
899,58079,306535,0x0000,0x0000,1
900,219083,306358,0x0000,0x0000,1
901,72535,306515,0x0000,0x0000,1
902,200781,306357,0x0000,0x0000,1
903,72563,306515,0x0000,0x0000,1
904,201182,306378,0x0000,0x0000,1
905,72338,306520,0x0000,0x0000,1
906,198890,306381,0x0000,0x0000,1
907,73790,306510,0x0000,0x0000,1
908,198113,306402,0x0000,0x0000,1
909,59017,306535,0x0000,0x0000,1
910,216267,306366,0x0000,0x0000,1
911,74483,306510,0x0000,0x0000,1
912,201397,306399,0x0000,0x0000,1
913,71922,306520,0x0000,0x0000,1
914,200084,306391,0x0000,0x0000,1
915,74263,306515,0x0000,0x0000,1
916,201309,306372,0x0000,0x0000,1
917,73157,306515,0x0000,0x0000,1
918,198343,306364,0x0000,0x0000,1
919,59196,306520,0x0000,0x0000,1
920,215036,306347,0x0000,0x0000,1
921,74984,306510,0x0000,0x0000,1
922,199253,306354,0x0000,0x0000,1
923,72598,306506,0x0000,0x0000,1
924,200130,306358,0x0000,0x0000,1
925,72682,306520,0x0000,0x0000,1
926,198289,306351,0x0000,0x0000,1
927,73828,306510,0x0000,0x0000,1
928,195943,306363,0x0000,0x0000,1
929,58273,306530,0x0000,0x0000,1
930,213788,306347,0x0000,0x0000,1
931,74338,306510,0x0000,0x0000,1
932,199102,306342,0x0000,0x0000,1
933,55760,306585,0x0000,0x0000,1
934,211973,306278,0x0000,0x0000,1
935,67856,306520,0x0000,0x0000,1
936,202786,306346,0x0000,0x0000,1
937,66898,306530,0x0000,0x0000,1
938,202852,306349,0x0000,0x0000,1
939,56927,306585,0x0000,0x0000,1
940,212325,306296,0x0000,0x0000,1
941,70507,306520,0x0000,0x0000,1
942,201761,306344,0x0000,0x0000,1
943,65813,306525,0x0000,0x0000,1
944,207566,306352,0x0000,0x0000,1
945,67170,306520,0x0000,0x0000,1
946,206008,306373,0x0000,0x0000,1
947,67253,306524,0x0000,0x0000,1
948,204528,306358,0x0000,0x0000,1
949,55736,306586,0x0000,0x0000,1
950,216050,306273,0x0000,0x0000,1
951,69754,306520,0x0000,0x0000,1
952,203141,306370,0x0000,0x0000,1
953,58159,306545,0x0000,0x0000,1
954,0,306635,0x0000,0x0000,1
955,0,306635,0x0000,0x0000,1
956,0,306630,0x0000,0x0000,1
957,0,306630,0x0000,0x0000,1
958,0,306630,0x0000,0x0000,1
959,0,306630,0x0000,0x0000,1
960,77632,306520,0x0000,0x0000,1
961,284290,306280,0x0000,0x0000,1
962,5735,306620,0x0000,0x0000,1
963,38572,306520,0x0000,0x0000,1
964,291236,303432,0x0000,0x0000,1
965,7119,306630,0x0000,0x0000,1
966,105253,306360,0x0000,0x0000,1
967,305976,306015,0x0000,0x0000,1
968,35854,306256,0x0000,0x0000,1
969,82196,306410,0x0000,0x0000,1
970,305966,305999,0x0000,0x0000,1
971,34596,306259,0x0000,0x0000,1
972,82505,306445,0x0000,0x0000,1
973,298469,305971,0x0000,0x0000,1
974,44790,306268,0x0000,0x0000,1
975,84770,306375,0x0000,0x0000,1
976,306012,306045,0x0000,0x0000,1
977,33466,306251,0x0000,0x0000,1
978,83548,306390,0x0000,0x0000,1
979,306008,306022,0x0000,0x0000,1
980,31155,306305,0x0000,0x0000,1
981,81893,306385,0x0000,0x0000,1
982,306041,306040,0x0000,0x0000,1
983,33928,306316,0x0000,0x0000,1
984,82152,306410,0x0000,0x0000,1
985,306043,306062,0x0000,0x0000,1
986,33145,306304,0x0000,0x0000,1
987,84673,306400,0x0000,0x0000,1
988,306035,306058,0x0000,0x0000,1
989,33405,306288,0x0000,0x0000,1
990,84458,306400,0x0000,0x0000,1
991,306022,306034,0x0000,0x0000,1
992,12176,306328,0x0000,0x0000,1
993,104004,306365,0x0000,0x0000,1
994,306022,306074,0x0000,0x0000,1
995,32624,306271,0x0000,0x0000,1
996,81729,306420,0x0000,0x0000,1
997,306042,306056,0x0000,0x0000,1
998,33396,306303,0x0000,0x0000,1
999,82248,306410,0x0000,0x0000,1
1000,306060,306087,0x0000,0x0000,1
1001,33078,306265,0x0000,0x0000,1
1002,80469,306455,0x0000,0x0000,1
1003,287799,306015,0x0000,0x0000,1
1004,54292,306248,0x0000,0x0000,1
1005,83202,306410,0x0000,0x0000,1
1006,306021,306072,0x0000,0x0000,1
1007,33174,306264,0x0000,0x0000,1
1008,81962,306415,0x0000,0x0000,1
1009,306029,306070,0x0000,0x0000,1
1010,33933,306261,0x0000,0x0000,1
1011,81756,306401,0x0000,0x0000,1
1012,306052,306106,0x0000,0x0000,1
1013,30647,306262,0x0000,0x0000,1
1014,84693,306405,0x0000,0x0000,1
1015,305996,306053,0x0000,0x0000,1
1016,33169,306275,0x0000,0x0000,1
1017,84621,306430,0x0000,0x0000,1
1018,305971,306006,0x0000,0x0000,1
1019,32120,306269,0x0000,0x0000,1
1020,82859,306390,0x0000,0x0000,1
1021,305986,306025,0x0000,0x0000,1
1022,13348,306326,0x0000,0x0000,1
1023,96938,306430,0x0000,0x0000,1
1024,285595,306019,0x0000,0x0000,1
1025,52749,306259,0x0000,0x0000,1
1026,87153,306395,0x0000,0x0000,1
1027,303459,306035,0x0000,0x0000,1
1028,30106,306352,0x0000,0x0000,1
1029,80090,306390,0x0000,0x0000,1
1030,305979,306038,0x0000,0x0000,1
1031,25386,306385,0x0000,0x0000,1
1032,84047,306490,0x0000,0x0000,1
1033,281845,305993,0x0000,0x0000,1
1034,55957,306268,0x0000,0x0000,1
1035,81938,306440,0x0000,0x0000,1
1036,301355,306021,0x0000,0x0000,1
1037,31338,306331,0x0000,0x0000,1
1038,86785,306405,0x0000,0x0000,1
1039,305601,306016,0x0000,0x0000,1
1040,29202,306369,0x0000,0x0000,1
1041,83161,306479,0x0000,0x0000,1
1042,302136,305999,0x0000,0x0000,1
1043,25865,306348,0x0000,0x0000,1
1044,92712,306415,0x0000,0x0000,1
1045,305243,306058,0x0000,0x0000,1
1046,29385,306324,0x0000,0x0000,1
1047,80641,306425,0x0000,0x0000,1
1048,304012,306026,0x0000,0x0000,1
1049,30477,306312,0x0000,0x0000,1
1050,87451,306400,0x0000,0x0000,1
1051,305981,306045,0x0000,0x0000,1
1052,14198,306324,0x0000,0x0000,1
1053,97082,306480,0x0000,0x0000,1
1054,80,306575,0x0000,0x0000,1
1055,0,306625,0x0000,0x0000,1
1056,192220,306630,0x0000,0x0000,1
1057,0,306630,0x0000,0x0000,1
1058,0,306630,0x0000,0x0000,1
1059,0,306634,0x0000,0x0000,1
1060,0,306626,0x0000,0x0000,1
1061,0,306630,0x0000,0x0000,1
1062,0,306630,0x0000,0x0000,1
1063,0,306630,0x0000,0x0000,1
1064,0,306630,0x0000,0x0000,1
1065,0,306630,0x0000,0x0000,1
1066,0,306630,0x0000,0x0000,1
1067,0,306630,0x0000,0x0000,1
1068,0,306630,0x0000,0x0000,1
1069,0,306630,0x0000,0x0000,1
1070,0,306634,0x0000,0x0000,1
1071,0,306626,0x0000,0x0000,1
1072,0,306630,0x0000,0x0000,1
1073,0,306630,0x0000,0x0000,1
1074,80,306620,0x0000,0x0000,1
1075,0,306630,0x0000,0x0000,1
1076,3700,305865,0x0000,0x0000,1
1077,281339,306054,0x0000,0x0000,1
1078,200538,273529,0x0000,0x0000,1
1079,16755,305787,0x0000,0x0000,1
1080,281448,306024,0x0000,0x0000,1
1081,201624,273536,0x0000,0x0000,1
1082,16758,305767,0x0000,0x0000,1
1083,281404,306024,0x0000,0x0000,1
1084,202037,273542,0x0000,0x0000,1
1085,16755,305784,0x0000,0x0000,1
1086,281616,306019,0x0000,0x0000,1
1087,201997,273539,0x0000,0x0000,1
1088,16755,305776,0x0000,0x0000,1
1089,281746,306014,0x0000,0x0000,1
1090,202056,273536,0x0000,0x0000,1
1091,16754,305762,0x0000,0x0000,1
1092,281477,306034,0x0000,0x0000,1
1093,202472,273549,0x0000,0x0000,1
1094,16758,305789,0x0000,0x0000,1
1095,281773,306029,0x0000,0x0000,1
1096,202368,273529,0x0000,0x0000,1
1097,16754,305791,0x0000,0x0000,1
1098,281856,306029,0x0000,0x0000,1
1099,202429,273544,0x0000,0x0000,1
1100,16758,305775,0x0000,0x0000,1
1101,281379,306019,0x0000,0x0000,1
1102,203070,273542,0x0000,0x0000,1
1103,16754,305773,0x0000,0x0000,1
1104,281520,306034,0x0000,0x0000,1
1105,203101,273537,0x0000,0x0000,1
1106,16754,305773,0x0000,0x0000,1
1107,281482,306023,0x0000,0x0000,1
1108,203139,273529,0x0000,0x0000,1
1109,16754,305786,0x0000,0x0000,1
1110,281774,306034,0x0000,0x0000,1
1111,202472,273585,0x0000,0x0000,1
1112,16754,305738,0x0000,0x0000,1
1113,281820,306024,0x0000,0x0000,1
1114,202377,273534,0x0000,0x0000,1
1115,16754,305781,0x0000,0x0000,1
1116,281768,306034,0x0000,0x0000,1
1117,202436,273534,0x0000,0x0000,1
1118,16754,305771,0x0000,0x0000,1
1119,281758,306034,0x0000,0x0000,1
1120,202488,273585,0x0000,0x0000,1
1121,16755,305730,0x0000,0x0000,1
1122,281829,306014,0x0000,0x0000,1
1123,202368,273542,0x0000,0x0000,1
1124,16754,305775,0x0000,0x0000,1
1125,281784,306029,0x0000,0x0000,1
1126,202413,273545,0x0000,0x0000,1
1127,16755,305776,0x0000,0x0000,1
1128,281829,306019,0x0000,0x0000,1
1129,202368,273542,0x0000,0x0000,1
1130,16758,305775,0x0000,0x0000,1
1131,281780,306034,0x0000,0x0000,1
1132,202413,273540,0x0000,0x0000,1
1133,16755,305776,0x0000,0x0000,1
1134,281829,306019,0x0000,0x0000,1
1135,202368,273542,0x0000,0x0000,1
1136,16758,305775,0x0000,0x0000,1
1137,281780,306034,0x0000,0x0000,1
1138,202413,273540,0x0000,0x0000,1
1139,16755,305776,0x0000,0x0000,1
1140,281829,306019,0x0000,0x0000,1
1141,202368,273542,0x0000,0x0000,1
1142,16758,305775,0x0000,0x0000,1
1143,281780,306034,0x0000,0x0000,1
1144,202413,273540,0x0000,0x0000,1
1145,16755,305776,0x0000,0x0000,1
1146,281829,306019,0x0000,0x0000,1
1147,202368,273542,0x0000,0x0000,1
1148,16758,305775,0x0000,0x0000,1
1149,281780,306034,0x0000,0x0000,1
1150,202413,273540,0x0000,0x0000,1
1151,16755,305776,0x0000,0x0000,1
1152,281829,306019,0x0000,0x0000,1
1153,202368,273542,0x0000,0x0000,1
1154,18005,305770,0x0000,0x0000,1
1155,281769,306033,0x0000,0x0000,1
1156,191438,273483,0x0000,0x0000,1
1157,17998,305737,0x0000,0x0000,1
1158,281671,306043,0x0000,0x0000,1
1159,191538,273469,0x0000,0x0000,1
1160,17998,305737,0x0000,0x0000,1
1161,281556,306043,0x0000,0x0000,1
1162,191653,273479,0x0000,0x0000,1
1163,17998,305732,0x0000,0x0000,1
1164,281780,306038,0x0000,0x0000,1
1165,191429,273484,0x0000,0x0000,1
1166,16751,305740,0x0000,0x0000,1
1167,281787,306043,0x0000,0x0000,1
1168,191220,273567,0x0000,0x0000,1
1169,16747,305728,0x0000,0x0000,1
1170,281845,306043,0x0000,0x0000,1
1171,191164,273521,0x0000,0x0000,1
1172,16758,305761,0x0000,0x0000,1
1173,281823,306033,0x0000,0x0000,1
1174,191182,273509,0x0000,0x0000,1
1175,16754,305762,0x0000,0x0000,1
1176,281827,306043,0x0000,0x0000,1
1177,191182,273509,0x0000,0x0000,1
1178,18005,305769,0x0000,0x0000,1
1179,281832,306028,0x0000,0x0000,1
1180,191542,273526,0x0000,0x0000,1
1181,18002,305790,0x0000,0x0000,1
1182,281757,306013,0x0000,0x0000,1
1183,191626,273563,0x0000,0x0000,1
1184,18001,305752,0x0000,0x0000,1
1185,281757,306028,0x0000,0x0000,1
1186,191626,273515,0x0000,0x0000,1
1187,18006,305801,0x0000,0x0000,1
1188,281752,306018,0x0000,0x0000,1
1189,191662,273512,0x0000,0x0000,1
1190,16754,305786,0x0000,0x0000,1
1191,281648,306038,0x0000,0x0000,1
1192,191728,273507,0x0000,0x0000,1
1193,16755,305793,0x0000,0x0000,1
1194,281813,306021,0x0000,0x0000,1
1195,191516,273536,0x0000,0x0000,1
1196,16296,305775,0x0000,0x0000,1
1197,281552,306024,0x0000,0x0000,1
1198,192232,273527,0x0000,0x0000,1
1199,16324,305753,0x0000,0x0000,1
1200,281789,306065,0x0000,0x0000,1
1201,191996,273546,0x0000,0x0000,1
1202,17543,305780,0x0000,0x0000,1
1203,281524,306022,0x0000,0x0000,1
1204,192268,273530,0x0000,0x0000,1
1205,17563,305755,0x0000,0x0000,1
1206,281817,306066,0x0000,0x0000,1
1207,189732,274181,0x0000,0x0000,1
1208,17543,305872,0x0000,0x0000,1
1209,281766,306017,0x0000,0x0000,1
1210,192210,274632,0x0000,0x0000,1
1211,17543,305904,0x0000,0x0000,1
1212,281688,306042,0x0000,0x0000,1
1213,192528,274705,0x0000,0x0000,1
1214,16316,305866,0x0000,0x0000,1
1215,281587,306097,0x0000,0x0000,1
1216,193931,274838,0x0000,0x0000,1
1217,16296,305922,0x0000,0x0000,1
1218,281754,306080,0x0000,0x0000,1
1219,194037,274950,0x0000,0x0000,1
1220,16296,305915,0x0000,0x0000,1
1221,281686,306030,0x0000,0x0000,1
1222,193956,275336,0x0000,0x0000,1
1223,16296,305867,0x0000,0x0000,1
1224,281531,306050,0x0000,0x0000,1
1225,197479,275315,0x0000,0x0000,1
1226,17543,305912,0x0000,0x0000,1
1227,281583,306033,0x0000,0x0000,1
1228,193817,275442,0x0000,0x0000,1
1229,17571,305894,0x0000,0x0000,1
1230,281785,306052,0x0000,0x0000,1
1231,193476,275571,0x0000,0x0000,1
1232,17543,305910,0x0000,0x0000,1
1233,281179,306057,0x0000,0x0000,1
